,MAE_kW,MAPE_%,MAPE_9a8p_%,MASE,ME_kW,algo,batch,battery_kW,battery_kWh,end,f_kwarg,filename,index,pv_capacity,scons_%,scons_%_nobatt,ssuff_%,ssuff_%_nobatt,start
23,0.0,0.0,0.0,0.0,0.0,perfect,0.0,150.0,225.0,2019-12-31 23:45:00,{},data/75_0.pickle,75.0,93.75,98.18142737685554,65.707692388576,51.85693603959017,30.997947602191584,2019-01-15 00:00:00
24,0.0,0.0,0.0,0.0,0.0,perfect,0.0,160.0,240.0,2019-12-31 23:45:00,{},data/80_0.pickle,80.0,100.0,98.19243825109677,65.8233894655708,51.89089183830973,31.082290810537735,2019-01-15 00:00:00
25,0.0,0.0,0.0,0.0,0.0,perfect,0.0,170.0,255.0,2019-12-31 23:45:00,{},data/85_0.pickle,85.0,106.25,98.47322255965223,66.56048105072952,51.862852041776314,31.34681483830332,2019-01-15 00:00:00
26,0.0,0.0,0.0,0.0,0.0,perfect,0.0,180.0,270.0,2019-12-31 23:45:00,{},data/90_0.pickle,90.0,112.5,98.15901263717147,65.96010553821561,51.72945651609052,31.06600377251041,2019-01-15 00:00:00
27,0.0,0.0,0.0,0.0,0.0,perfect,0.0,190.0,285.0,2019-12-31 23:45:00,{},data/95_0.pickle,95.0,118.75,98.16598304362982,65.69224671654199,51.887387819829456,31.01767312819147,2019-01-15 00:00:00
28,0.0,0.0,0.0,0.0,0.0,perfect,1.0,4.0,6.0,2019-12-31 23:45:00,{},data/2_1.pickle,2.0,2.5,98.4143517572566,63.22333009072371,52.21510529925769,29.710174306542395,2019-01-15 00:00:00
29,0.0,0.0,0.0,0.0,0.0,perfect,1.0,8.0,12.0,2019-12-31 23:45:00,{},data/4_1.pickle,4.0,5.0,95.78018604351385,60.02092166144842,50.83315304719719,28.238364248469242,2019-01-15 00:00:00
30,0.0,0.0,0.0,0.0,0.0,perfect,1.0,12.0,18.0,2019-12-31 23:45:00,{},data/6_1.pickle,6.0,7.5,97.56863901427539,66.04091922707774,51.25742672944309,31.078321203037717,2019-01-15 00:00:00
31,0.0,0.0,0.0,0.0,0.0,perfect,1.0,16.0,24.0,2019-12-31 23:45:00,{},data/8_1.pickle,8.0,10.0,97.10397560342257,63.40362730300376,51.17730374117534,29.7478082629481,2019-01-15 00:00:00
32,0.0,0.0,0.0,0.0,0.0,perfect,1.0,20.0,30.0,2019-12-31 23:45:00,{},data/10_1.pickle,10.0,12.5,95.47844756197338,59.45425109575744,51.195763848887445,28.29251886615133,2019-01-15 00:00:00
33,0.0,0.0,0.0,0.0,0.0,perfect,1.0,24.0,36.0,2019-12-31 23:45:00,{},data/12_1.pickle,12.0,15.0,97.08862415896982,63.09582395865468,51.491539564053106,29.791100402281927,2019-01-15 00:00:00
34,0.0,0.0,0.0,0.0,0.0,perfect,1.0,28.0,42.0,2019-12-31 23:45:00,{},data/14_1.pickle,14.0,17.5,97.29357270287396,64.86856421924274,51.47255387328082,30.69050518053619,2019-01-15 00:00:00
